Brand,Model,Year,Transmission,Mileage,Fuel Type,Tax,MPG,Engine Size,Price
Ford,Tourneo Connect,2016,Manual,42960,Diesel,30,61.4,1.5,8998
Ford,Fusion,2004,Automatic,59300,Petrol,200,42.8,1.4,1500
Mercedes,CLS Class,2018,Semi-Auto,11700,Diesel,145,51.4,3,26682
Mercedes,S Class,2005,Automatic,75148,Diesel,330,36.7,3.2,4990
Hyundai,Santa Fe,2016,Manual,14785,Diesel,200,46.3,2.2,19797
VW,CC,2016,Manual,18229,Petrol,160,44.8,1.4,11499
Ford,Galaxy,2016,Semi-Auto,10121,Diesel,145,52.3,2,19970
Mercedes,X-CLASS,2019,Automatic,7500,Diesel,260,35.8,2.3,31000
Ford,Grand C-MAX,2018,Manual,19035,Diesel,145,64.2,1.5,14999
Ford,Edge,2017,Manual,15500,Diesel,150,48.7,2,19995
Skoda,Kamiq,2019,Semi-Auto,1001,Petrol,145,45.6,1,20450
Mercedes,CLS Class,2018,Semi-Auto,10677,Diesel,145,48.7,2.9,33990
Mercedes,S Class,2015,Semi-Auto,14158,Diesel,200,47.9,3,27998
Vauxhall,Antara,2013,Manual,55470,Diesel,200,46.3,2.2,5995
Toyota,Prius,2019,Automatic,3754,Hybrid,135,217.3,1.8,29995
Toyota,Verso,2015,Semi-Auto,88412,Petrol,165,43.5,1.8,9291
BMW,Z4,2019,Automatic,4401,Petrol,145,33.2,3,43995
Toyota,Hilux,2019,Automatic,7123,Diesel,260,2.8,2.4,26500
Hyundai,I40,2016,Manual,15887,Diesel,30,65.7,1.7,9700
BMW,M4,2016,Automatic,800,Petrol,300,34,3,39500
BMW,6 Series,2010,Automatic,92642,Diesel,260,40.9,3,8995
VW,Tiguan Allspace,2019,Semi-Auto,6539,Diesel,150,39.2,2,26990
Ford,Mustang,2018,Automatic,9268,Petrol,145,23.5,5,30927
Toyota,Prius,2016,Automatic,30125,Hybrid,0,94.1,1.8,16390
Ford,KA,2014,Manual,33897,Petrol,30,57.7,1.2,4591
Audi,A8,2020,Semi-Auto,2000,Diesel,145,39.2,3,48500
Mercedes,CLS Class,2019,Semi-Auto,8697,Petrol,145,31.7,3,68000
BMW,X4,2018,Semi-Auto,5000,Diesel,145,40.4,3,36000
Mercedes,GL Class,2016,Automatic,11684,Diesel,20,67.3,2.1,17299
Vauxhall,Combo Life,2019,Automatic,1,Diesel,145,50.4,1.5,20499
Mercedes,S Class,2019,Semi-Auto,1500,Diesel,145,52.3,3,60399
Audi,Q8,2019,Automatic,10200,Diesel,145,33.6,3,48022
BMW,M5,2019,Semi-Auto,4200,Petrol,150,26.9,4.4,62898
Toyota,Avensis,2017,Manual,53675,Petrol,150,47.1,1.8,11298
Hyundai,IX35,2014,Automatic,44205,Diesel,260,41.5,2,9397
BMW,M4,2020,Semi-Auto,700,Petrol,145,34,3,50000
Hyundai,IX35,2014,Manual,94870,Diesel,145,53.3,1.7,6890
Mercedes,S Class,2016,Automatic,14000,Petrol,555,28,5.5,57000
Toyota,Prius,2016,Automatic,28126,Hybrid,0,94.1,1.8,17250
Ford,Grand C-MAX,2017,Manual,10546,Petrol,145,54.3,1,12450
Mercedes,V Class,2017,Automatic,2552,Diesel,145,45.6,2.2,32499
Ford,Grand C-MAX,2017,Manual,12360,Diesel,30,64.2,1.5,10998
VW,CC,2013,Semi-Auto,55518,Diesel,145,53.3,2,8999
Mercedes,SLK,2008,Automatic,78954,Petrol,300,34.4,1.8,5850
BMW,M6,2016,Semi-Auto,19000,Petrol,555,27.4,4.4,36995
Mercedes,CLS Class,2019,Semi-Auto,7444,Diesel,145,48.7,2.9,35980
Toyota,Prius,2014,Automatic,23523,Other,0,134.5,1.8,15990
Hyundai,I40,2016,Manual,50820,Diesel,20,67.3,1.7,8791
Ford,Edge,2016,Semi-Auto,21843,Diesel,160,48.7,2,19979
VW,Beetle,2014,Semi-Auto,41587,Petrol,260,37.2,2,10410
Vauxhall,Combo Life,2019,Manual,4144,Petrol,145,42.2,1.2,15298
Skoda,Scala,2019,Manual,1069,Petrol,145,49.6,1,16495
Toyota,Prius,2016,Automatic,20500,Hybrid,0,85.6,1.8,21500
BMW,M4,2019,Semi-Auto,12000,Petrol,145,34,3,40950
BMW,Z4,2006,Manual,114000,Petrol,260,37.7,2,3595
VW,CC,2016,Manual,33017,Diesel,30,60.1,2,10965
Skoda,Kamiq,2019,Manual,2678,Petrol,145,49.6,1,16895
Vauxhall,Combo Life,2019,Manual,6690,Diesel,145,53.3,1.5,13798
Skoda,Scala,2019,Manual,2500,Petrol,145,50.4,1,16000
Ford,Grand Tourneo Connect,2017,Automatic,41445,Diesel,150,56.6,1.5,13699
BMW,Z4,2019,Semi-Auto,9955,Petrol,145,38.7,2,32450
Toyota,Hilux,2017,Automatic,11517,Diesel,260,36.2,2.4,24748
BMW,7 Series,2017,Automatic,27791,Diesel,145,53.3,3,31250
VW,Arteon,2019,Automatic,4800,Petrol,145,32.8,2,32850
BMW,7 Series,2016,Semi-Auto,34820,Diesel,145,54.3,3,25750
Mercedes,CLS Class,2016,Automatic,54195,Diesel,165,49.6,3,18900
Mercedes,SLK,2014,Automatic,64130,Diesel,145,56.5,2.1,10695
Mercedes,GLB Class,2020,Automatic,50,Diesel,145,46.3,2,37400
Vauxhall,Antara,2012,Manual,67686,Diesel,235,44.1,2.2,5490
VW,Arteon,2019,Automatic,2000,Diesel,145,50.4,2,32391
Mercedes,V Class,2019,Automatic,1478,Diesel,145,45.6,2.2,48251
Skoda,Scala,2020,Manual,4500,Petrol,145,50.4,1,17990
Toyota,Hilux,2019,Manual,5190,Diesel,260,2.8,2.4,20500
BMW,Z4,2019,Semi-Auto,8004,Petrol,145,37.2,2,34980
Mercedes,X-CLASS,2019,Automatic,11479,Diesel,260,35.8,2.3,22995
Ford,Galaxy,2018,Semi-Auto,42164,Diesel,145,52.3,2,18999
Ford,Galaxy,2017,Automatic,41757,Diesel,145,52.3,2,16599
BMW,M5,2019,Automatic,1501,Petrol,145,24.1,4.4,73990
Mercedes,V Class,2017,Semi-Auto,32577,Diesel,145,45.6,2.2,30998
BMW,6 Series,2020,Semi-Auto,101,Petrol,145,42.8,2,33490
Hyundai,Santa Fe,2019,Semi-Auto,4721,Diesel,145,39.8,2.2,29290
Ford,Grand C-MAX,2016,Automatic,15146,Diesel,30,58.9,1.5,10495
Vauxhall,Combo Life,2019,Manual,8478,Diesel,145,53.3,1.5,15441
Skoda,Kamiq,2019,Manual,2000,Petrol,145,47.1,1,19990
VW,Scirocco,2015,Manual,30212,Petrol,125,37.2,1.4,9980
Audi,R8,2014,Semi-Auto,19800,Petrol,570,22.8,4.2,51990
VW,Scirocco,2016,Manual,34995,Petrol,125,52.3,1.4,12200
BMW,6 Series,2015,Semi-Auto,37175,Diesel,160,49.6,3,20172
Ford,Tourneo Custom,2019,Manual,100,Diesel,145,30.1,2,29999
Hyundai,Santa Fe,2014,Manual,52236,Diesel,205,46.3,2.2,13991
VW,Arteon,2019,Automatic,500,Petrol,145,40.4,1.5,23450
BMW,X4,2019,Semi-Auto,7272,Diesel,150,42.8,2,33998
VW,Arteon,2019,Automatic,5907,Petrol,145,32.8,2,26490
VW,Arteon,2019,Automatic,2917,Diesel,145,44.1,2,30990
Mercedes,V Class,2019,Automatic,10,Diesel,145,45.6,2.2,50640
Skoda,Yeti,2016,Semi-Auto,23185,Petrol,125,51.4,1.2,12995
Toyota,Hilux,2019,Automatic,17200,Diesel,260,36.2,2.4,24995
Hyundai,IX20,2015,Manual,27000,Petrol,125,50.4,1.4,6995
Ford,Edge,2019,Automatic,4921,Diesel,145,37.2,2,36000
Mercedes,M Class,2010,Automatic,106800,Diesel,555,31,3,9995
Skoda,Scala,2020,Manual,1234,Petrol,150,49.6,1,15990
VW,CC,2015,Semi-Auto,32878,Diesel,125,56.5,2,12999
BMW,X7,2019,Automatic,2567,Petrol,145,24.8,3,69146
Ford,Grand C-MAX,2017,Manual,26967,Petrol,30,54.3,1,10850
Hyundai,Santa Fe,2019,Semi-Auto,5931,Diesel,145,39.2,2.2,34000
Hyundai,IX20,2016,Manual,20347,Petrol,125,50.4,1.4,7327
Mercedes,SLK,2001,Automatic,42087,Petrol,325,30,2.3,4490
Hyundai,I40,2014,Manual,46152,Diesel,30,62.8,1.7,7498
Hyundai,I800,2017,Automatic,18000,Diesel,330,33.6,2.5,15499
Vauxhall,Combo Life,2020,Manual,3218,Diesel,145,50.4,1.5,19500
Hyundai,Santa Fe,2017,Semi-Auto,50595,Diesel,235,42.8,2.2,18495
Audi,RS4,2014,Manual,60000,Petrol,555,26.4,4.2,25975
Hyundai,I800,2018,Automatic,21600,Diesel,150,33.6,2.5,16790
Vauxhall,Zafira Tourer,2017,Manual,15843,Petrol,200,41.5,1.4,10795
Hyundai,Santa Fe,2019,Automatic,13100,Diesel,145,39.8,2.2,29490
Skoda,Kamiq,2019,Semi-Auto,452,Diesel,145,52.3,1.6,20991
Mercedes,V Class,2020,Semi-Auto,2859,Diesel,145,36.2,2,43950
Skoda,Kamiq,2019,Semi-Auto,50,Petrol,145,43.5,1.5,21750
Mercedes,V Class,2017,Automatic,34564,Diesel,145,44.8,2.1,54990
VW,Caravelle,2011,Automatic,53000,Diesel,325,34.4,2,22995
Ford,Galaxy,2010,Manual,92000,Diesel,200,49.6,2,6995
Mercedes,GL Class,2015,Automatic,45712,Diesel,330,36.2,3,29865
Mercedes,CLS Class,2015,Semi-Auto,40270,Diesel,160,51.4,3,20412
Hyundai,I40,2019,Manual,10,Diesel,145,52.3,1.6,16500
Skoda,Yeti,2010,Manual,101145,Petrol,160,44.1,1.2,4399
Mercedes,CLS Class,2015,Automatic,51974,Diesel,125,57.7,2.1,17499
Skoda,Rapid,2017,Manual,33402,Petrol,150,61.4,1,9891
Skoda,Scala,2019,Semi-Auto,5449,Petrol,150,45.6,1.5,15995
VW,Caddy Maxi Life,2019,Semi-Auto,13309,Diesel,150,58.9,2,18990
Skoda,Kamiq,2020,Manual,11,Petrol,150,46.3,1.5,21000
Hyundai,Santa Fe,2019,Automatic,1791,Diesel,145,39.2,2.2,32450
BMW,X6,2019,Semi-Auto,1500,Diesel,145,34.9,3,55995
Audi,A8,2018,Automatic,15486,Diesel,145,50.4,3,34700
VW,Arteon,2019,Automatic,8988,Petrol,145,48.7,1.5,22692
BMW,M4,2018,Automatic,16000,Petrol,150,34,3,36440
BMW,i3,2017,Automatic,10839,Hybrid,0,470.8,0,21898
Vauxhall,Zafira Tourer,2017,Manual,28565,Petrol,145,41.5,1.4,11199
Skoda,Roomster,2011,Automatic,56000,Petrol,145,49.6,1.2,4495
Hyundai,IX35,2014,Manual,50664,Diesel,145,53.3,1.7,7840
VW,Tiguan Allspace,2019,Semi-Auto,7442,Diesel,145,38.7,2,27995
VW,Caravelle,2019,Semi-Auto,14751,Diesel,145,32.8,2,45990
VW,Arteon,2019,Manual,10,Diesel,145,52.3,2,27798
Hyundai,IX20,2016,Manual,20063,Petrol,125,50.4,1.4,8790
Vauxhall,Zafira Tourer,2017,Manual,8131,Petrol,145,41.5,1.4,11400
VW,Scirocco,2015,Automatic,47313,Diesel,30,57.6,2,12500
BMW,Z4,2019,Semi-Auto,8998,Petrol,145,38.7,2,27950
Mercedes,X-CLASS,2018,Automatic,14500,Diesel,260,35.8,2.3,33000
BMW,X6,2020,Automatic,7486,Diesel,145,34.9,3,56000
Vauxhall,GTC,2015,Manual,36429,Petrol,160,44.8,1.6,7999
Ford,Puma,2019,Manual,2000,Petrol,145,50.4,1,24000
Mercedes,S Class,2018,Automatic,1952,Petrol,145,34,4,82099
Ford,Grand C-MAX,2017,Semi-Auto,10295,Diesel,30,58.9,1.5,10499
Ford,Tourneo Custom,2015,Manual,13016,Diesel,235,42.2,2.2,18498
VW,Beetle,2014,Manual,11000,Diesel,30,65.7,1.6,11495
Ford,Edge,2019,Automatic,1657,Diesel,145,40.4,2,27499
Toyota,GT86,2016,Manual,14000,Petrol,260,36.2,2,17500
Mercedes,CLS Class,2019,Semi-Auto,12000,Diesel,145,47.9,2.9,42000
Audi,A8,2018,Semi-Auto,12640,Diesel,150,50.4,3,34500
VW,Amarok,2019,Automatic,12500,Diesel,260,36.2,3,36990
Skoda,Yeti,2014,Semi-Auto,38000,Petrol,160,44.8,1.2,9000
VW,CC,2016,Manual,19000,Diesel,30,62.8,2,13000
Ford,Edge,2016,Manual,29808,Diesel,160,48.7,2,17800
Vauxhall,Zafira Tourer,2017,Manual,16107,Petrol,145,41.5,1.4,12200
BMW,Z4,2019,Semi-Auto,1817,Petrol,145,38.7,2,29980
Vauxhall,Combo Life,2019,Manual,14500,Diesel,145,53.3,1.5,15999
VW,Amarok,2019,Automatic,19841,Diesel,265,33.6,3,27990
VW,Shuttle,2018,Manual,30803,Diesel,145,47.1,2,19498
Ford,Edge,2017,Automatic,10088,Diesel,145,48.7,2,21197
Toyota,Prius,2019,Automatic,3650,Hybrid,140,217.3,1.8,27999
Skoda,Scala,2019,Automatic,6000,Petrol,145,47.1,1,15899
BMW,Z4,2003,Automatic,70000,Petrol,325,29.7,3,3495
VW,Amarok,2019,Automatic,2569,Diesel,260,33.6,3,31995
Hyundai,Santa Fe,2017,Manual,19049,Diesel,200,47.1,2.2,18990
Audi,A8,2018,Semi-Auto,7500,Diesel,145,50.4,3,37970
Mercedes,S Class,2014,Automatic,31385,Diesel,200,48.7,3,25991
Hyundai,I40,2017,Manual,14799,Diesel,150,67.3,1.7,11470
Mercedes,V Class,2019,Manual,20981,Diesel,145,46.3,2.1,19950
Hyundai,I800,2018,Automatic,35460,Diesel,145,28,2.5,15794
Ford,Tourneo Connect,2015,Automatic,15518,Petrol,260,35.3,1.6,11495
Ford,Tourneo Custom,2017,Manual,36000,Diesel,145,44.8,2,20000
Hyundai,I40,2019,Semi-Auto,1000,Diesel,145,53.3,1.6,21000
Audi,Q8,2019,Automatic,10000,Diesel,145,33.6,3,51990
Toyota,Prius,2009,Automatic,40954,Hybrid,10,65.7,1.5,5750
Toyota,GT86,2020,Manual,339,Petrol,145,33.2,2,24990
Ford,Puma,2019,Manual,3021,Petrol,145,50.4,1,25695
Hyundai,IX20,2017,Manual,9604,Petrol,145,50.4,1.4,9998
VW,Tiguan Allspace,2019,Semi-Auto,24949.95781,Petrol,150,30.7,2,31990
Skoda,Scala,2019,Manual,451,Diesel,145,57.7,1.6,15485
Ford,Grand C-MAX,2016,Manual,39460,Diesel,30,64.2,1.5,9998
Mercedes,CLA Class,2019,Automatic,14024,Diesel,145,51.4,2.1,25480
Skoda,Yeti,2013,Semi-Auto,46569,Petrol,165,44.1,1.2,8990
Vauxhall,GTC,2015,Manual,25100,Petrol,160,47.1,1.4,8998
Skoda,Rapid,2016,Manual,42379,Petrol,20,60.1,1.2,6995
Vauxhall,Combo Life,2019,Manual,6797,Diesel,145,53.3,1.5,14298
Ford,KA,2015,Manual,15850,Petrol,30,57.7,1.2,6200
Ford,Galaxy,2018,Automatic,28425,Diesel,145,52.3,2,18290
VW,Amarok,2019,Automatic,18000,Diesel,265,28.3,3,28991
Audi,RS3,2016,Semi-Auto,29920,Petrol,300,34.9,2.5,29888
BMW,X6,2015,Automatic,31100,Diesel,205,44.8,3,29889
Ford,Grand C-MAX,2018,Automatic,18961,Diesel,145,58.9,1.5,12999
Mercedes,M Class,2013,Semi-Auto,41366,Diesel,300,39.2,3,16770
VW,Arteon,2019,Semi-Auto,1500,Petrol,145,32.8,2,31000
Audi,A8,2015,Automatic,40275,Diesel,200,47.9,3,17591
Ford,Grand C-MAX,2018,Manual,18614,Petrol,145,54.3,1,14000
Skoda,Yeti,2016,Manual,52968,Petrol,125,51.4,1.2,10460
Ford,Puma,2020,Manual,2075,Petrol,145,50.4,1,19970
VW,Arteon,2019,Manual,50,Diesel,145,52.3,2,24750
Ford,Tourneo Custom,2018,Manual,30732,Diesel,145,32.5,2,17495
BMW,6 Series,2008,Automatic,94000,Diesel,305,39.2,3,8499
BMW,M4,2016,Semi-Auto,27523,Petrol,300,34,3,30990
Skoda,Scala,2020,Manual,100,Petrol,150,50.4,1,15980
Mercedes,GLB Class,2020,Semi-Auto,50,Diesel,145,44.8,2,38990
BMW,Z4,2019,Semi-Auto,8626,Petrol,145,38.7,2,31450
Mercedes,GL Class,2017,Automatic,25462,Diesel,145,56.5,2.1,24999
BMW,X6,2017,Semi-Auto,16867,Diesel,145,47.1,3,33542
Hyundai,Santa Fe,2019,Automatic,100,Diesel,145,39.2,2.2,35985
Ford,Galaxy,2016,Manual,10128,Diesel,125,56.5,2,18290
Vauxhall,Combo Life,2019,Manual,4528,Petrol,145,42.2,1.2,14750
Mercedes,X-CLASS,2019,Automatic,10000,Diesel,260,35.8,2.3,30000
Hyundai,IX35,2011,Automatic,48528,Diesel,300,39.2,2,7799
Ford,KA,2015,Manual,17328,Petrol,30,57.7,1.2,4745
BMW,M4,2020,Semi-Auto,7,Petrol,145,32.5,3,49490
BMW,X6,2019,Semi-Auto,11330,Diesel,145,33.2,3,68522
Skoda,Scala,2019,Automatic,5697,Diesel,145,54.3,1.6,18295
Mercedes,CLS Class,2018,Automatic,17663,Diesel,145,48.7,2.9,31026
Mercedes,GL Class,2016,Automatic,17909,Petrol,145,50.4,1.6,18295
Mercedes,S Class,2012,Automatic,72700,Diesel,235,41.5,3,12995
Mercedes,GLS Class,2018,Semi-Auto,9182,Diesel,145,37.2,3,46998
Hyundai,IX20,2017,Manual,13675,Diesel,145,64.2,1.6,8750
BMW,X4,2016,Automatic,28466,Diesel,200,47.9,3,24999
Hyundai,IX20,2016,Manual,53220,Petrol,125,50.4,1.4,7484
Vauxhall,Antara,2013,Manual,45000,Diesel,235,44.1,2.2,8495
Mercedes,GL Class,2018,Manual,25458,Petrol,145,48.7,1.6,17699
Hyundai,IX20,2017,Manual,37682,Diesel,30,64.2,1.6,8650
BMW,M4,2016,Semi-Auto,34209,Petrol,300,34,3,29998
Toyota,GT86,2019,Manual,1557,Petrol,150,33.2,2,23995
Vauxhall,Agila,2004,Manual,62000,Petrol,145,43.5,1,1395
Audi,A8,2016,Semi-Auto,25691,Diesel,200,47.9,3,26000
Audi,R8,2019,Semi-Auto,7800,Petrol,145,21.4,5.2,119995
Audi,RS3,2018,Semi-Auto,5431,Petrol,145,34,2.5,39995
Audi,A8,2013,Automatic,43903,Diesel,235,44.1,3,15316
Hyundai,Santa Fe,2017,Semi-Auto,26551,Diesel,150,42.8,2.2,22480
BMW,Z4,2019,Semi-Auto,1501,Petrol,145,37.2,2,35995
Mercedes,M Class,2015,Automatic,44529,Diesel,205,39.2,2.1,20500
Mercedes,CLS Class,2015,Automatic,34063,Diesel,145,56.5,2.1,17100
Ford,KA,2017,Manual,12950,Petrol,145,57.7,1.2,8000
Toyota,Verso,2017,Automatic,31556,Petrol,160,43.5,1.8,15400
Mercedes,CLS Class,2016,Semi-Auto,35825,Diesel,125,57.7,2.1,19749
Vauxhall,Combo Life,2018,Manual,13720,Diesel,145,53.3,1.5,15000
Ford,Galaxy,2018,Automatic,9041,Diesel,145,53.3,2,22000
Audi,R8,2015,Automatic,23924,Petrol,570,22.8,4.2,54945
Skoda,Scala,2019,Manual,849,Petrol,145,49.6,1,15995
Mercedes,S Class,2018,Automatic,17587,Petrol,145,40.9,3,49980
Audi,RS4,2019,Automatic,5121,Petrol,145,29.1,2.9,59990
BMW,6 Series,2019,Semi-Auto,16935,Diesel,145,47.9,3,34442
Hyundai,Santa Fe,2017,Manual,26711,Diesel,200,47.1,2.2,19495
Skoda,Kamiq,2019,Manual,1500,Petrol,145,47.9,1,17495
Mercedes,CLA Class,2017,Automatic,31949,Diesel,150,58.9,2.1,20480
Mercedes,M Class,2014,Semi-Auto,43729,Diesel,300,39.2,3,17995
Mercedes,M Class,2013,Semi-Auto,61363,Diesel,200,44.8,2.1,15200
Skoda,Scala,2019,Semi-Auto,15,Diesel,145,54.3,1.6,18498
Vauxhall,Combo Life,2019,Automatic,2592,Diesel,145,50.4,1.5,15950
Hyundai,IX35,2014,Manual,21187,Petrol,200,41.5,1.6,9289
Skoda,Rapid,2017,Manual,18024,Diesel,0,74.3,1.6,8850
VW,Scirocco,2015,Manual,54045,Diesel,30,53.3,2,13995
VW,Tiguan Allspace,2019,Manual,9000,Petrol,145,46.3,2,23495
Toyota,Hilux,2017,Manual,85141,Diesel,260,40.4,2.4,20388
Skoda,Kamiq,2019,Manual,1510,Petrol,145,47.1,1,22503
VW,Arteon,2017,Semi-Auto,23559,Petrol,145,47.1,2,21550
Mercedes,M Class,2010,Automatic,92000,Diesel,555,32.5,3,9000
Mercedes,GL Class,2017,Automatic,8442,Diesel,145,56.5,2.1,26499
Hyundai,I800,2018,Automatic,31360,Diesel,145,28,2.5,16995
VW,Arteon,2019,Semi-Auto,5021,Diesel,145,44.1,2,29995
Ford,Edge,2017,Semi-Auto,29000,Diesel,150,47.9,2,22450
Ford,Grand C-MAX,2017,Manual,36730,Petrol,30,54.3,1,10979
Hyundai,IX35,2014,Manual,42630,Diesel,145,53.3,1.7,8300
VW,Scirocco,2013,Manual,66000,Diesel,30,62.8,2,9495
Mercedes,SLK,2006,Automatic,65000,Petrol,565,28,3.5,6850
BMW,X4,2017,Semi-Auto,25350,Diesel,200,47.9,3,26995
Skoda,Kamiq,2019,Manual,4259,Petrol,145,47.9,1,16999
Skoda,Scala,2020,Semi-Auto,3000,Petrol,150,44.8,1.5,22500
Hyundai,IX20,2016,Manual,20760,Petrol,125,50.4,1.4,7998
Ford,KA,2014,Manual,21303,Petrol,30,57.7,1.2,4499
Mercedes,GL Class,2016,Manual,9780,Diesel,20,67.3,2.1,16299
Audi,R8,2019,Automatic,1000,Petrol,145,32.8,5.2,135000
BMW,X7,2019,Semi-Auto,5665,Diesel,145,31.4,3,71000
Skoda,Kamiq,2019,Semi-Auto,2442,Petrol,145,44.1,1.5,18990
VW,Caravelle,2020,Semi-Auto,5000,Diesel,145,34,2,50995
Mercedes,V Class,2019,Semi-Auto,236,Diesel,145,36.2,2,45480
VW,Scirocco,2015,Manual,24949.95781,Diesel,30,53.3,2,12799
VW,Shuttle,2019,Semi-Auto,14818,Diesel,145,32.8,2,27950
Skoda,Kamiq,2019,Manual,2385,Petrol,145,47.9,1,19895
Toyota,Avensis,2016,Automatic,17781,Petrol,165,47.1,1.8,14495
Mercedes,CLA Class,2016,Manual,48292,Petrol,125,51.4,1.6,14991
Ford,Edge,2018,Semi-Auto,25270,Diesel,150,47.9,2,23495
Audi,RS5,2019,Automatic,7800,Petrol,145,29.7,2.9,55990
Ford,KA,2019,Manual,2889,Petrol,145,43.5,1.2,10999
Ford,Galaxy,2016,Manual,40080,Diesel,125,56.5,2,18250
Toyota,GT86,2013,Manual,50584,Petrol,265,36.2,2,11575
VW,Scirocco,2017,Automatic,22989,Petrol,160,44.1,2,14736
Hyundai,IX20,2017,Manual,15956,Petrol,145,50.4,1.4,8780
BMW,M3,2015,Automatic,42000,Petrol,300,34,3,29750
Mercedes,CLS Class,2013,Semi-Auto,60090,Diesel,200,46.3,3,11998
Ford,Fusion,2007,Manual,62233,Petrol,200,42.8,1.6,2299
VW,CC,2012,Manual,84303,Diesel,30,60.1,2,6895
Toyota,Prius,2014,Automatic,51141,Hybrid,0,72.4,1.8,11160
VW,Caddy Maxi Life,2017,Semi-Auto,32110,Diesel,145,54.3,2,16994
VW,Caddy Maxi Life,2020,Semi-Auto,5000,Diesel,145,46.3,2,25995
Audi,A7,2015,Automatic,17078,Diesel,160,52.3,3,21836
Mercedes,GL Class,2016,Automatic,18091,Diesel,330,36.2,3,35000
Skoda,Yeti,2014,Semi-Auto,28095,Diesel,205,44.8,2,12750
Ford,Mustang,2018,Automatic,11475,Petrol,145,28.8,2.3,29000
Mercedes,M Class,2007,Automatic,67000,Diesel,555,28.8,3,6750
VW,Caddy Maxi Life,2018,Automatic,40604,Diesel,145,56.5,2,14991
Mercedes,V Class,2018,Manual,14453,Diesel,145,46.3,2.1,20998
Vauxhall,Antara,2015,Manual,37617,Diesel,240,44.1,2.2,6999
Hyundai,IX20,2017,Manual,4817,Petrol,125,50.4,1.4,10247
Ford,KA,2014,Manual,61008,Petrol,30,57.7,1.2,3999
Skoda,Scala,2019,Semi-Auto,2742,Petrol,145,45.6,1.5,17495
Hyundai,IX35,2014,Manual,37095,Diesel,145,53.3,1.7,9139
Hyundai,Santa Fe,2016,Automatic,23656,Diesel,235,42.8,2.2,17733
Vauxhall,Antara,2012,Manual,35100,Diesel,230,44.1,2.2,7850
BMW,M3,2018,Manual,18311,Petrol,150,32.1,3,37991
VW,Shuttle,2014,Manual,37158,Diesel,260,40.4,2,16790
Hyundai,Santa Fe,2013,Automatic,38602,Diesel,260,41.5,2.2,12498
Mercedes,GL Class,2015,Automatic,49838,Diesel,125,55.4,2.1,16499
Toyota,Land Cruiser,2019,Semi-Auto,11712,Diesel,145,30.1,2.8,39498
VW,Amarok,2018,Automatic,54000,Diesel,260,36.2,3,24995
VW,Tiguan Allspace,2019,Semi-Auto,8268,Petrol,145,35.8,1.5,24989
Vauxhall,Combo Life,2019,Automatic,6991,Diesel,145,50.4,1.5,16799
VW,Arteon,2019,Automatic,10000,Diesel,145,50.4,2,22760
Ford,KA,2013,Manual,33735,Petrol,30,57.7,1.2,3691
Hyundai,I40,2016,Semi-Auto,27000,Diesel,125,56.5,1.7,10695
Toyota,Prius,2016,Automatic,9320,Hybrid,0,94.1,1.8,19990
Vauxhall,Combo Life,2020,Manual,346,Petrol,145,42.2,1.2,16390
VW,Jetta,2015,Manual,26403,Diesel,20,67.3,2,9990
Audi,A8,2018,Automatic,20360,Diesel,145,50.4,3,49995
Hyundai,I40,2015,Manual,101500,Diesel,20,67.3,1.7,5500
Mercedes,S Class,1998,Automatic,43534,Petrol,265,23.3,6,19990
Hyundai,Santa Fe,2015,Automatic,28700,Diesel,260,42.2,2.2,19000
BMW,X6,2015,Semi-Auto,51447,Diesel,205,47.1,3,26980
BMW,M4,2019,Automatic,99,Petrol,145,34,3,57800
BMW,6 Series,2016,Semi-Auto,24600,Diesel,160,51.4,3,23595
Vauxhall,Combo Life,2019,Manual,3823,Petrol,145,42.2,1.2,14499
Skoda,Rapid,2018,Manual,15398,Petrol,150,62.8,1,10250
Mercedes,S Class,2019,Semi-Auto,8333,Diesel,145,52.3,3,44980
Ford,Galaxy,2017,Manual,29850,Diesel,125,56.5,2,19499
Skoda,Yeti,2017,Semi-Auto,17257,Petrol,150,51.4,1.2,13995
BMW,7 Series,2020,Semi-Auto,10300,Diesel,145,41.5,3,55489
BMW,M2,2016,Semi-Auto,14712,Petrol,260,35.8,3,31000
Vauxhall,Agila,2008,Manual,63000,Petrol,145,51.4,1.2,1999
Toyota,Prius,2016,Automatic,46994,Hybrid,0,85.6,1.8,16999
Audi,A7,2014,Semi-Auto,44247,Diesel,235,44.8,3,17999
Skoda,Rapid,2017,Semi-Auto,25274,Diesel,0,74.3,1.4,9445
Hyundai,I40,2016,Manual,45142,Diesel,30,65.7,1.7,10610
VW,Tiguan Allspace,2019,Automatic,4181,Petrol,145,35.8,1.5,27766
Skoda,Kamiq,2019,Manual,2883,Petrol,145,47.1,1,20495
BMW,X6,2016,Semi-Auto,27838,Diesel,200,47.1,3,29890
Mercedes,S Class,2019,Automatic,21442,Petrol,145,32.1,4,81900
Ford,Mustang,2017,Semi-Auto,8470,Petrol,570,23.5,5,28000
Mercedes,GL Class,2016,Automatic,29834,Diesel,30,64.2,2.1,16917
BMW,M5,2019,Automatic,2684,Petrol,145,24.1,4.4,74988
Hyundai,IX35,2014,Manual,31000,Diesel,160,51.4,2,11000
Audi,RS3,2020,Automatic,415,Petrol,145,29.7,2.5,41990
Hyundai,I40,2014,Manual,66600,Diesel,150,55.4,1.7,7880
